"","NOMBRE DEL PUNTO DE MONITOREO","LATITUD","LONGITUD","ELEVACIÓN (m.s.n.m.)","CORRIENTE","MUNICIPIO","FECHA","año","mes","CODIGO__MUESTRA","ICA","clasificacion_ica","CAUDAL_(l/s)","NITROGENO TOTAL_(mg/l)","MANGANESO POTENCIALMENTE BIODISPONIBLE_(mg mn/kg)","NIQUEL POTENCIALMENTE BIODISPONIBLE_(mg ni/kg)","PLOMO POTENCIALMENTE BIODISPONIBLE_(mg pb/kg)","ALUMINIO POTENCIALMENTE BIODISPONIBLE_(mg al/kg)","COBRE POTENCIALMENTE BIODISPONIBLE_(mg cu/kg)","CROMO POTENCIALMENTE BIODISPONIBLE_(mg cr/kg)","HIERRO POTENCIALMENTE BIODISPONIBLE_(mg fe/kg)","CADMIO POTENCIALMENTE BIODISPONIBLE_(mg cd/kg)","ZINC POTENCIALMENTE BIODISPONIBLE_(mg zn/kg)","NITROGENO KJELDAHL TOTAL_(mg n/l)","ALUMINIO TOTAL EN AGUA_(mg al/l)","HIERRO TOTAL EN AGUA_(mg fe/l)","MANGANESO TOTAL EN AGUA_(mg mn/l)","FOSFORO TOTAL_(mg p/l)","DEMANDA BIOQUIMICA DE OXIGENO (DBO5)_(mg o2/l)","SULFATO_(mg so4-2/l)","CADMIO TOTAL EN AGUA_(mg cd/l)","PLOMO TOTAL EN AGUA_(mg pb/l)","CROMO TOTAL EN AGUA_(mg cr/l)","COBRE TOTAL EN AGUA_(mg cu/l)","NIQUEL TOTAL EN AGUA_(mg ni/l)","ZINC TOTAL EN AGUA_(mg zn/l)","NITROGENO AMONIACAL_(mg n-nh3-/l)","NITRATO_(mg n-no3-/l)","NITRITO_(mg n-no2-/l)","TURBIDEZ_(ntu)","FOSFORO REACTIVO DISUELTO_(mg p-po4-3/l)","DEMANDA QUIMICA DE OXIGENO (DQO)_(mg o2/l)","OXIGENO DISUELTO (OD)_(mg o2/l)","SOLIDOS SUSPENDIDOS TOTALES_(mg/l)","Nombre Subzona Hidrográfica","CONDUCTIVIDAD ELECTRICA_(µs/cm)","pH_(unidades de ph)","TEMPERATURA_(°c)","presion_atm","od_sat_teorico","porcentaje_sat_od","i_od","i_sst","i_dqo","i_ce","i_ph"
"368","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2015-08-24,2015,"8",24058,0.81580467112933,"Aceptable",223,5.09,262,25,2.47,1607,6.49,6.57,18860,3.72,122,1.2,29.9,42.3,0.025,0.45,4,5.5,0.005,0.25,3.18,0.1,0.1,0.02,0.15,0.52,0.016,62,0.092,17,5.7,140,"Río Bogotá",48.88,6.69,16.4,557.133724972781,6.97229984997884,81.7520778314963,0.817520778314963,0.6,0.91,0.899205739176814,0.852296838154874
"369","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2016-07-11,2016,"7",24763,0.810891158345462,"Aceptable",719,0.98,262,20.9,2.47,1487,3.2,13.9,3296,4.25,87.4,1.3,42.2,66.3,0.348,0.24,258,1.4,0.005,0.25,1.02,0.1,0.1,0.03,0.15,0.73,0.018,50,0.055,24,5.6,65,"Río Bogotá",68.94,6.73,16.8,557.133724972781,6.9218235344963,80.9035360709685,0.809035360709685,0.825,0.71,0.840209294600832,0.870211136416794
"370","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2019-09-09,2019,"9",27594,0.756210862860549,"Aceptable",223,0.4,150,2.01,3.51,1222,5.53,76.4,5962,0.5,30.7,1.1,0.356,1.11,0.1,0.2,5,7.15,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.27,0.73,0.033,27.7,0.095,10,3.9,49,"Río Bogotá",131,6.6,16.7,557.133724972781,6.93426007876494,56.2424823369854,0.562424823369854,0.873,0.91,0.622302999231016,0.813326491701876
"371","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2021-03-15,2021,"3",28213,0.671049627585411,"Regular",1931,1.57,182,1.4,3.69,1124,6.91,82.7,3869,0.5,29.4,0.25,0.363,1.26,0.676,0.33,7.43,20.74,0.005,0.0125,0.0278,0.1,0.0125,0.1,0.99,0.93,0.066,27,0.15,28,3.1,37,"Río Bogotá",135,6.73,18.3,557.133724972781,6.74987813862658,45.9267550662888,0.459267550662888,0.909,0.51,0.606769450847372,0.870211136416794
"372","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2021-06-14,2021,"6",28322,0.640120491632929,"Regular",7625,2.13,135,1.48,5.27,1384,5.1,78.1,5195,0.5,37.9,0.77,0.522,2.59,0.1,0.57,26,1.5,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.34,0.87,0.04,90,0.16,44,3.75,79,"Río Bogotá",121,6.9,17.3,557.133724972781,6.8614661591731,54.6530422654147,0.546530422654147,0.783,0.26,0.66042759053559,0.950644444974908
"373","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2022-11-24,2022,"11",29214,0.527726639251332,"Regular",7625,2.87,243,28.3,2.47,1218,4.51,37.2,5239,0.2,268,23,42.2,46.1,0.025,0.67,235.73,3.9,0.005,0.25,0.35,0.591,0.25,1.25,0.15,4.2,0.2,5300,0.086,47,1.8,34,"Río Bogotá",211,6.82,17.7,557.133724972781,6.81537067413851,26.4108892393814,0.264108892393814,0.918,0.26,0.284617206697918,0.911907097164929
"374","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2023-07-18,2023,"7",29446,0.63143336102206,"Regular",13680,1.78,27.6,14.4,2.5,4092,6.53,9.69,11440,0.5,51.9,15,0.324,2.465,0.1,0.43,146,3.14,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.15,0.334,0.03,120,0.11,48,3.6,76,"Río Bogotá",87.6,6.59,16.4,557.133724972781,6.97229984997884,51.6328912619977,0.516328912619977,0.792,0.26,0.779729923683431,0.809107968806894
"375","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2023-10-17,2023,"10",29586,0.801580552930821,"Aceptable",13680,2.18,209.7,1.75,3.91,2083,10.68,173,9717,0.5,51.9,2.4,0.285,1.1,0.1,0.19,3,13.2,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.15,0.85,0.063,10,0.12,12,4.1,17,"Río Bogotá",132,6.82,17.4,557.133724972781,6.84975975331246,59.8561139026415,0.598561139026415,0.969,0.91,0.618434528462759,0.911907097164929
"376","RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA",4.971916667,-73.91613889,2481,"BOGOTA","TOCANCIPÁ",2019-05-20,2019,"5",27410,0.718369943722873,"Aceptable",1606,1.6,143,2.05,3.64,1190,5.91,36.8,5821,0.5,27.8,1.2,0.332,1.22,0.1,0.18,3,1.4,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.35,0.92,1.4,15,0.36,36,2.9,10,"Río Bogotá",81.1,6.72,17.6,557.133724972781,6.82671201079516,42.4801865878361,0.424801865878361,0.99,0.51,0.801350285765056,0.865697566970947
"377","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2009-02-23,2009,"2",17275,0.905860578980361,"Buena",9992,1.73,910,1.37,7.92,2656,6.17,2.72,9927,1.8,26.1,0.83,0.37,1.1,0.02,0.13,146,1.5,0.02,0.25,0.02,0.02,0.1,0.04,0.15,0.19,0.003,7.4,0.015,10,6.4,5.6,"Río Bogotá",80.9,6.79,15,543.15706562673,6.98457105575005,91.6305374935115,0.916305374935115,1.0032,0.91,0.802006460758663,0.897791059208026
"378","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2009-09-14,2009,"9",17851,0.931180226363131,"Buena",8244,4.1,281,2.63,6.34,4486,4.34,3.67,17790,4.16,46.4,0.25,0.403,0.542,0.0212,0.072,266,1.5,0.02,0.25,0.02,0.02,0.1,0.02,0.15,0.11,0.003,5.4,0.015,25,7.4,9,"Río Bogotá",19.8,7.57,13.1,543.15706562673,7.27579829541246,101.707052608452,0.982929473915481,0.993,0.71,0.969971657900174,1
"379","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2010-02-22,2010,"2",18434,0.932967568206676,"Buena",13680,1.73,52,1,2.5,1577,2.09,1.28,2969,0.68,15.1,0.25,0.917,0.892,0.02,0.11,261,1.5,0.02,0.25,0.02,0.02,0.1,0.02,0.064,0.82,0.0078,14,0.039,17,6.6,7,"Río Bogotá",47.2,6.88,13.3,543.15706562673,7.24312596855431,91.1208783148821,0.911208783148821,0.999,0.91,0.903820552452038,0.940808505432518
"380","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2010-09-13,2010,"9",19178,0.963255108808876,"Buena",5719,4.1,373,1,2.5,2417,6.15,1.91,5239,1.6,22.9,0.25,0.274,0.717,0.02,0.081,235.73,1.5,0.02,0.25,0.02,0.02,0.1,0.02,0.068,0.19,0.003,6.2,0.015,12,7.1,2.25,"Río Bogotá",40.5,7.02,13.5,543.15706562673,7.21092818944824,98.4616655923635,0.984616655923635,1,0.91,0.921658888120746,1
"381","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2011-04-11,2011,"4",20138,0.860215303592582,"Aceptable",719,0.4,262,1,5.18,3139,4.05,2.73,7004,1.6,27.7,0.25,1.01,1.64,0.0525,0.12,258,1.5,0.02,0.25,0.02,0.02,0.1,0.0609,0.15,0.24,0.003,17,0.056,21,6.3,16,"Río Bogotá",60.7,6.64,16.2,543.15706562673,6.82270453275049,92.3387488020126,0.923387488020126,0.972,0.71,0.865267351793646,0.830421678149136
"382","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2011-07-25,2011,"7",20532,0.915585111413916,"Buena",518,1.73,72.5,1,2.5,1092,1.79,1.06,2049,0.413,7.2,0.5,0.474,0.843,0.02,0.068,146,1,0.02,0.25,0.02,0.02,0.1,0.02,0.15,0.19,0.003,1,0.015,11,7.6,8.7,"Río Bogotá",28.4,6.47,12.8,543.15706562673,7.32569656273482,103.744400753104,0.962555992468957,0.9939,0.91,0.951309237501281,0.760160327099344
"383","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2012-11-26,2012,"11",22001,0.874261658958122,"Aceptable",9888,1.55,162,1,2.5,2075,7.76,1.7,3731,0.882,14.4,0.25,0.161,0.723,0.02,0.058,146,4.8,0.02,0.25,0.02,0.02,0.1,0.02,0.15,0.22,0.003,5.4,0.051,10,7.4,2.25,"Río Bogotá",52.5,5.95,12.7,543.15706562673,7.34256659238498,100.782197980671,0.992178020193295,1,0.91,0.889079079101209,0.580051195496108
"384","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2013-06-24,2013,"6",22391,0.825606213721192,"Aceptable",719,0.4,288,1.5,4.34,1700,3.32,1.69,6370,0.25,52.7,0.89,0.25,0.395,0.025,0.13,266,1,0.025,0.1,0.025,0.025,0.05,0.015,0.15,0.16,0.003,3.6,0.12,5,3.9,2.25,"Río Bogotá",24.5,6.4,12.2,543.15706562673,7.42869629470604,52.4991175474394,0.524991175474394,1,0.91,0.96005314868988,0.732986744441684
"385","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2013-10-21,2013,"10",22610,0.974906644932877,"Buena",9992,4.9,165,2.02,5.22,2682,3.2,1.98,8452,4.75,29.2,0.25,0.25,0.494,0.025,0.071,235.73,1.1,0.025,0.1,0.025,0.025,0.05,0.039,0.15,0.16,0.003,3.2,0.031,5,7.2,2.25,"Río Bogotá",21.7,7.04,13.5,543.15706562673,7.21092818944824,99.8484496147912,0.998484496147912,1,0.91,0.966048728516471,1
"386","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2014-09-29,2014,"9",23460,0.971426161013946,"Buena",417,0.4,137,2.06,2.5,2180,5.12,1.77,4550,0.961,16.3,0.25,0.3,0.595,0.025,0.18,1,1.4,0.025,0.15,0.025,0.025,0.05,0.015,0.15,5.9,0.003,5.3,0.052,5,7.5,2.25,"Río Bogotá",22.74,7.01,12.5,543.15706562673,7.37666256249934,101.671995112365,0.983280048876349,1,0.91,0.963850756193379,1
"387","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2015-08-24,2015,"8",24056,0.942570823647389,"Buena",7625,1.55,137,1,2.5,4096,3.09,3.18,6160,0.773,18.5,0.63,0.236,0.534,0.04,0.052,1,5.5,0.02,0.25,0.02,0.02,0.1,0.0445,0.15,0.07,0.003,4.4,0.047,10,6.8,5,"Río Bogotá",21.35,6.76,13.7,543.15706562673,7.17920495809424,94.718009023176,0.94718009023176,1.005,0.91,0.966780494881284,0.883893533123901
"388","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2015-10-26,2015,"10",24252,0.968107827943421,"Buena",223,1.55,161,6.38,2.5,1966,2.82,2,4888,1.64,14.6,0.81,26.5,0.808,0.025,0.11,261,1,0.05,0.25,0.025,0.025,0.25,0.05,0.15,0.2,0.003,5.2,0.094,5,7,2.25,"Río Bogotá",34.5,7.18,15.2,543.15706562673,6.9564069325366,100.626660686848,0.993733393131517,1,0.91,0.936805746585588,1
"389","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2016-10-10,2016,"10",25184,0.961203548280976,"Buena",18215,4.1,49.8,1.36,1.03,1427,1.86,1.12,3296,0.482,12.6,1,0.293,0.457,0.025,0.025,266,1.5,0.05,0.25,0.025,0.025,0.025,0.05,0.15,0.42,0.003,3,0.057,5,7.5,2.25,"Río Bogotá",32.9,7.42,13.7,543.15706562673,7.17920495809424,104.468392304973,0.955316076950265,1,0.91,0.940701664454616,1
"390","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2018-08-27,2018,"8",26989,0.802729333178079,"Aceptable",1606,0.4,152,1.73,3.62,2569,6.49,12.3,6292,0.5,16.1,0.9,1.21,1.21,0.1,0.21,146,1.4,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.07,0.17,0.003,36,0.079,40,7.2,43,"Río Bogotá",20.7,6.3,16,543.15706562673,6.84849591720356,105.132573444535,0.948674265554652,0.891,0.51,0.968128664435576,0.695843735900168
"391","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2012-06-12,2012,"6",21590,0.727080904984952,"Aceptable",25825,0.98,107,8.36,2.47,3139,3.2,28,17500,0.509,7.2,0.25,2.5,1.97,0.0441,0.15,146,1,0.02,0.25,0.02,0.02,0.1,0.02,0.15,0.025,0.003,69,0.015,57,7.4,110,"Río Bogotá",19,6.37,12.7,543.15706562673,7.34256659238498,100.782197980671,0.992178020193295,0.69,0.26,0.971586166890426,0.721640337841041
"392","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2014-06-24,2014,"6",23289,0.922832445742094,"Buena",1250,0.98,124,17.3,2.5,4614,3.2,6.57,15590,0.5,46.4,0.58,0.996,1.19,0.03,0.075,258,0.58,0.025,0.15,0.03,0.025,0.05,0.035,0.15,0.11,0.003,16,0.044,10,7.2,20,"Río Bogotá",13.49,6.54,12.4,543.15706562673,7.39388850296356,97.377719411297,0.97377719411297,0.96,0.91,0.982043734734121,0.788341299863377
"393","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2015-06-01,2015,"6",23904,0.97466464493562,"Buena",2162,0.4,249,13.2,2.5,3405,4.51,37.2,14703,0.5,109.68,0.25,0.464,0.606,0.02,0.025,235.73,1,0.02,0.25,0.02,0.02,0.1,0.02,0.15,0.1,0.003,8.7,0.054,17,6.9,9.7,"Río Bogotá",12.52,7.12,16.2,543.15706562673,6.82270453275049,101.132915354585,0.988670846454148,0.9909,0.91,0.983752378223953,1
"394","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2016-04-11,2016,"4",24503,0.971638435687423,"Buena",1606,1.73,37.4,15.9,2.5,4513,3.2,6.57,9712,0.88,37.4,1.9,0.654,0.739,0.025,0.08,258,5.5,0.05,0.25,0.025,0.025,0.25,0.198,0.15,0.16,0.003,5.7,0.077,5,6.8,2.25,"Río Bogotá",25.81,7.19,15.9,543.15706562673,6.86156956483713,99.1026897817571,0.991026897817571,1,0.91,0.957165280619543,1
"395","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2017-04-24,2017,"4",26281,0.962687096930792,"Buena",13680,0.98,27.6,17.3,2.5,4614,3.2,37.2,9927,0.5,15.1,0.94,1.4,2.38,0.116,0.025,235.73,1.4,0.05,0.25,0.025,0.025,0.25,0.05,0.15,0.19,0.003,5.4,0.055,5,7.2,2.25,"Río Bogotá",38.27,7.13,12.5,543.15706562673,7.37666256249934,97.6051153078705,0.976051153078705,1,0.91,0.927384331575255,1
"396","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2017-09-25,2017,"9",26549,0.888555751393063,"Aceptable",223,0.5,127,14.9,2.5,4186,6.53,6.57,12230,2.19,28.4,0.25,0.231,0.666,0.1,0.09,235.73,3.9,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.15,0.22,0.003,2.9,0.06,30,7.5,2.25,"Río Bogotá",30.2,7.02,12.4,543.15706562673,7.39388850296356,101.435124386768,0.985648756132323,1,0.51,0.947130000832994,1
"397","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2018-04-03,2018,"4",26854,0.877395447538818,"Aceptable",13680,1.5,158,13.3,2.47,3405,6.53,6.57,17500,2.82,21.9,0.77,0.559,1.33,0.1,0.11,261,5.5,0.005,0.0125,0.0125,0.1,0.0125,0.1,0.071,0.3,0.0077,15,0.065,25,8.7,12,"Río Bogotá",34.9,6.91,13.2,543.15706562673,7.25940281351438,119.844568809486,0.80155431190514,0.984,0.71,0.935822015780053,0.955600910008899
"398","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2010-04-19,2010,"4",18592,0.833899481093394,"Aceptable",1579,24.3,1097,27.5,2.5,2682,4.51,13.9,17210,5.74,22.9,0.25,23.9,42,0.1,0.22,235.73,1.5,0.025,0.25,0.35,0.1,0.25,0.43,0.06,0.66,0.0073,44,0.043,33,7.1,50,"Río Bogotá",30,6.76,12.3,543.15706562673,7.41123308036579,95.8005223018782,0.958005223018782,0.87,0.51,0.947598649324288,0.883893533123901
"399","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2005-02-15,2005,"2",11284,0.953537666481961,"Buena",1606,25,207,23,2.5,1114,0.495,6.57,4352,5.3,37.4,0.25,23.9,42,0.234,0.81,266,1.5,0.02,0.25,0.35,0.1,0.25,0.531,0.0448,0.22,0.003,5,0.015,10,7.2,2.25,"Río Bogotá",53.9,6.96,13.2,543.15706562673,7.25940281351438,99.1817121181953,0.991817121181953,1,0.91,0.885097640921039,0.980773570306814
"400","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2005-05-24,2005,"5",11715,0.972626411799369,"Buena",11054,33.8,910,23,2.5,2682,6.53,9.69,17870,4.19,37,1.3,23.9,45.7,0.04,0.94,235.73,1.5,0.005,0.25,1.02,0.1,0.1,0.084,0.044,0.15,0.003,5.5,0.033,20,7.4,2.25,"Río Bogotá",26.2,7.07,12.5,543.15706562673,7.37666256249934,100.316368510867,0.996836314891331,1,0.91,0.956295744105514,1
"401","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2005-09-02,2005,"9",12091,0.862921127258951,"Aceptable",223,25,910,28.3,2.5,5540,4.51,9.69,4352,6.1,78.9,0.83,42.2,76.2,0.311,0.3,266,1.5,0.005,0.25,1.32,0.1,0.1,0.248,0.02,0.11,0.003,13,0.015,23,8,6.4,"Río Bogotá",16.9,6.29,11.7,543.15706562673,7.51779192047756,106.414224876442,0.935857751235577,1.0008,0.71,0.975713318122732,0.692234566936444
"402","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2005-11-21,2005,"11",12576,0.900776174429661,"Buena",518,14.6,281,23,2.5,662,0.495,37.2,7885,4.21,32.7,1.3,42.2,60.9,0.0837,0.13,235.73,1.5,0.0025,0.25,0.35,0.1,0.1,0.263,0.052,0.27,0.003,6.8,0.015,10,7,4.5,"Río Bogotá",61.7,6.45,13.9,543.15706562673,7.14795627449232,97.9300898213339,0.979300898213339,1,0.91,0.862284723057752,0.752295250877214
"403","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2006-02-06,2006,"2",12922,0.831187057053246,"Aceptable",1606,25.7,262,27.5,2.5,575,6.49,28,14925,5.74,16.1,1.1,23.9,60.9,0.1,0.4,258,1.5,0.0025,0.25,0.35,0.1,0.1,0.24,0.02,0.12,0.003,5.5,0.015,10,5.1,2.25,"Río Bogotá",25.5,6.02,12.2,543.15706562673,7.42869629470604,68.6526921774208,0.686526921774208,1,0.91,0.957853274199727,0.601555089292296
"404","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2006-05-22,2006,"5",13434,0.827470352009809,"Aceptable",1606,41.6,281,25,2.5,1319,0.495,6.57,6370,3.6,15.1,0.58,26.5,46.1,0.234,0.77,146,1.5,0.02,0.25,0.78,0.591,0.25,1.5,0.15,0.32,0.003,12,0.015,25,7.1,9,"Río Bogotá",69.1,6.04,13.6,543.15706562673,7.19500725530223,98.6795391313578,0.986795391313578,0.993,0.71,0.839712157421493,0.607844211313972
"405","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2006-09-11,2006,"9",13805,0.882877716385901,"Aceptable",1606,16.23,207,23,2.5,2544,4.51,9.69,4352,5.3,21.9,0.25,26.5,45.7,0.276,0.13,266,1.5,0.0025,0.25,3.18,0.1,0.1,0.1,0.15,0.19,0.003,7.3,0.015,21,7.4,6.3,"Río Bogotá",49.3,6.59,12.2,543.15706562673,7.42869629470604,99.6137102182184,0.996137102182184,1.0011,0.71,0.898043510940427,0.809107968806894
"406","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2006-12-01,2006,"12",14184,0.818566351245168,"Aceptable",719,20.2,262,27.5,2.5,1153,3.2,37.2,15590,4.95,29.4,1.2,26.5,42.3,0.025,0.14,258,1.5,0.005,0.25,3.18,0.1,0.09,0.1,0.15,0.2,0.003,7.6,0.015,38,7.7,4.7,"Río Bogotá",52,6.38,12.3,543.15706562673,7.41123308036579,103.896341087952,0.961036589120476,1.0059,0.51,0.890492344646093,0.725402822459274
"407","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2007-01-29,2007,"1",14347,0.935894200828294,"Buena",8119,14.2,910,28.3,2.5,1325,4.51,9.69,3296,4.59,92.4,0.25,26.5,60.9,0.0626,0.025,261,1.5,0.005,0.25,0.35,0.591,0.25,0.688,0.15,0.25,0.003,4.2,0.015,10,7.7,2.25,"Río Bogotá",34.3,6.68,10.1,543.15706562673,7.82282892853353,98.4298655939476,0.984298655939476,1,0.91,0.9372961624687,0.847876185733293
"408","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2007-05-07,2007,"5",14869,0.894727608054172,"Aceptable",13680,30.99,262,20.9,2.5,2446,3.2,28,4352,3.09,23.5,0.25,23.9,42,0.25,1,266,1.5,0.02,0.25,0.78,0.1,0.09,0.102,0.15,0.18,0.003,4.3,0.015,19,7.3,2.25,"Río Bogotá",26,6.11,14,543.15706562673,7.13250988809838,102.348263297624,0.97651736702376,1,0.91,0.956742214152558,0.63037845909454
"409","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2007-08-27,2007,"8",15289,0.972385354099325,"Buena",576,8.17,910,20.9,2.5,4486,6.53,37.2,3731,3.99,22.5,0.77,29.9,64.2,0.285,0.3,266,1.5,0.0025,0.25,1.02,0.591,0.25,0.54,0.15,0.15,0.003,13,0.015,5,7.6,6,"Río Bogotá",23,7.27,11.8,543.15706562673,7.49973552144722,101.336906858463,0.986630931415374,1.002,0.91,0.963295839081249,1
"410","RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA",5.218611,-73.595556,2684,"BOGOTA","VILLAPINZÓN",2007-11-19,2007,"11",15649,0.963016111162982,"Buena",24562,18.6,207,20.9,2.5,2468,6.53,9.69,2700,1.32,26.1,0.58,26.5,42.3,0.025,0.025,235.73,1.5,0.005,0.25,0.35,0.1,0.09,0.07,0.15,0.18,0.003,6.5,0.015,10,7.6,2.25,"Río Bogotá",44.1,7,11.6,543.15706562673,7.53596695644592,100.849699101975,0.991503008980246,1,0.91,0.912189245275392,1.00138830155927
